Tenant Name,City,Property Type,BHK,Size (Sq.Ft),Furnishing,Rent (₹/month),Property Age (yrs),Contact No.,Email ID,Availability Date
Navya Dugar,Jaipur,Apartment,1,693,Furnished,17683,4,9563504997,navyadugar@gmail.com,30-12-25
Manikya Sarna,Hyderabad,Studio,5,2341,Semi-Furnished,96503,2,9419944196,manikyasarna@gmail.com,19-12-25
Dhanuk Golla,Bangalore,Independent,5,1812,Unfurnished,73127,19,9796635734,dhanukgolla@gmail.com,12-11-25
Zara Bhatnagar,Bangalore,Apartment,1,1578,Semi-Furnished,90621,2,9092155465,zarabhatnagar@gmail.com,20-11-25
Kaira Jha,Delhi,Apartment,1,1077,Unfurnished,65616,9,9877016055,kairajha@gmail.com,23-10-25
Kiaan Bhatnagar,Mumbai,Villa,2,1033,Furnished,44672,10,9360462154,kiaanbhatnagar@gmail.com,23-10-25
Bhamini Ratti,Indore,Studio,5,626,Unfurnished,18874,13,9109535824,bhaminiratti@gmail.com,20-12-25
Dhruv Chadha,Hyderabad,Villa,4,1954,Furnished,52530,1,9078222541,dhruvchadha@gmail.com,06-12-25
Lakshay Keer,Chennai,Studio,3,1572,Furnished,81514,6,9558461473,lakshaykeer@gmail.com,11-11-25
Dhruv Kashyap,Hyderabad,Independent,4,889,Unfurnished,34522,20,9590507967,dhruvkashyap@gmail.com,27-12-25
Jayesh Ratta,Pune,Studio,2,2163,Unfurnished,99981,11,9977122679,jayeshratta@gmail.com,26-12-25
Nitya Sharma,Kolkata,Independent,2,560,Unfurnished,12678,20,9178500415,nityasharma@gmail.com,21-10-25
Manikya Borde,Bangalore,Apartment,1,2255,Unfurnished,101518,19,9347168181,manikyaborde@gmail.com,14-10-25
Divyansh Buch,Pune,Studio,4,473,Unfurnished,12643,13,9220214239,divyanshbuch@gmail.com,15-11-25
Keya Ravi,Nagpur,Apartment,1,791,Semi-Furnished,21137,15,9850822530,keyaravi@gmail.com,30-11-25
Mohanlal Jaggi,Mumbai,Apartment,2,2050,Semi-Furnished,133783,19,9758390333,mohanlaljaggi@gmail.com,12-12-25
Vidur Varghese,Kolkata,Independent,4,2212,Semi-Furnished,48057,8,9922630410,vidurvarghese@gmail.com,09-12-25
Indranil Ratti,Nagpur,Studio,4,1911,Semi-Furnished,43413,10,9851045111,indranilratti@gmail.com,28-11-25
Miraya Saraf,Chennai,Apartment,3,893,Semi-Furnished,35388,2,9723975816,mirayasaraf@gmail.com,19-10-25
Vidur Sachdev,Hyderabad,Independent,4,1601,Semi-Furnished,77397,16,9087894202,vidursachdev@gmail.com,26-12-25
Sumer Lala,Indore,Studio,5,2056,Furnished,27061,2,9415165634,sumerlala@gmail.com,02-12-25
Zeeshan Bhasin,Mumbai,Villa,5,2132,Unfurnished,112217,9,9792649765,zeeshanbhasin@gmail.com,06-10-25
Tanya Chakraborty,Jaipur,Studio,5,1926,Semi-Furnished,28022,16,9747200676,tanyachakraborty@gmail.com,08-11-25
Charvi Khatri,Jaipur,Apartment,1,1786,Unfurnished,37934,0,9418292599,charvikhatri@gmail.com,13-12-25
Rohan Kakar,Kolkata,Studio,5,721,Furnished,16689,10,9031952845,rohankakar@gmail.com,22-10-25
Krish Ghose,Kolkata,Independent,4,1115,Unfurnished,39163,6,9044040838,krishghose@gmail.com,25-11-25
Nirvaan Raja,Mumbai,Villa,2,2304,Semi-Furnished,63279,5,9683920131,nirvaanraja@gmail.com,21-10-25
Misha Thakkar,Jaipur,Villa,2,1603,Unfurnished,21728,10,9798086083,mishathakkar@gmail.com,30-11-25
Indranil Sekhon,Pune,Villa,2,1099,Semi-Furnished,37783,18,9640195551,indranilsekhon@gmail.com,27-11-25
Ryan Setty,Jaipur,Studio,2,661,Furnished,17885,18,9570780833,ryansetty@gmail.com,06-10-25
Purab Vyas,Hyderabad,Studio,1,547,Semi-Furnished,10764,19,9735790964,purabvyas@gmail.com,08-10-25
Zoya Sheth,Delhi,Studio,2,2290,Furnished,101275,4,9543309399,zoyasheth@gmail.com,15-10-25
Taran Bhalla,Mumbai,Apartment,3,2344,Furnished,61131,12,9796522813,taranbhalla@gmail.com,14-10-25
Pranay Solanki,Bangalore,Apartment,5,1747,Unfurnished,43184,1,9212734221,pranaysolanki@gmail.com,21-10-25
Ivana Dayal,Chennai,Villa,5,415,Unfurnished,8486,3,9237592895,ivanadayal@gmail.com,23-12-25
Aayush Atwal,Indore,Independent,3,1285,Semi-Furnished,23198,7,9644403389,aayushatwal@gmail.com,20-10-25
Vritika Bora,Hyderabad,Studio,1,1175,Unfurnished,56642,11,9269423399,vritikabora@gmail.com,11-11-25
Samaira Master,Indore,Studio,3,607,Furnished,13222,0,9051004691,samairamaster@gmail.com,07-12-25
Jayant Bali,Pune,Independent,5,1943,Semi-Furnished,65653,19,9043471643,jayantbali@gmail.com,16-11-25
Tarini Solanki,Chennai,Independent,2,1145,Unfurnished,41983,6,9650668464,tarinisolanki@gmail.com,25-11-25
Saira Sura,Nagpur,Independent,2,2102,Semi-Furnished,40148,9,9011426641,sairasura@gmail.com,17-11-25
Riya Hari,Indore,Studio,1,506,Unfurnished,9236,13,9736716659,riyahari@gmail.com,26-12-25
Indrans Butala,Hyderabad,Independent,1,466,Unfurnished,20002,0,9057098853,indransbutala@gmail.com,27-12-25
Nirvi Sachdeva,Delhi,Independent,3,923,Semi-Furnished,50584,17,9011470665,nirvisachdeva@gmail.com,28-11-25
Onkar Krishnan,Pune,Villa,5,1701,Semi-Furnished,61910,16,9627379567,onkarkrishnan@gmail.com,04-12-25
Hunar Char,Indore,Independent,3,1394,Furnished,43413,16,9562140470,hunarchar@gmail.com,30-12-25
Prisha Sama,Nagpur,Villa,2,1808,Semi-Furnished,44589,15,9689555899,prishasama@gmail.com,02-12-25
Aaina Suri,Mumbai,Studio,1,2462,Unfurnished,172672,7,9735833196,aainasuri@gmail.com,23-11-25
Zaina Ramachandran,Mumbai,Villa,3,628,Semi-Furnished,41931,13,9963426916,zainaramachandran@gmail.com,05-10-25
Zara Kade,Bangalore,Apartment,2,1631,Unfurnished,59056,12,9798414828,zarakade@gmail.com,12-11-25
Baiju Kota,Bangalore,Villa,5,774,Furnished,47219,3,9236842142,baijukota@gmail.com,14-10-25
Reyansh Raj,Hyderabad,Studio,4,1250,Furnished,57454,9,9051247857,reyanshraj@gmail.com,29-11-25
Prisha Dewan,Mumbai,Independent,5,1030,Unfurnished,46751,2,9632420307,prishadewan@gmail.com,16-12-25
Nishith Karan,Jaipur,Apartment,3,1314,Semi-Furnished,26080,17,9848907718,nishithkaran@gmail.com,28-10-25
Manjari Mane,Indore,Villa,2,1457,Unfurnished,17450,7,9518036248,manjarimane@gmail.com,09-11-25
Jiya Ranganathan,Bangalore,Studio,3,1871,Furnished,118003,1,9832539749,jiyaranganathan@gmail.com,18-12-25
Mannat Jaggi,Hyderabad,Apartment,5,1238,Semi-Furnished,46540,13,9004200114,mannatjaggi@gmail.com,18-10-25
Gatik Swamy,Pune,Villa,4,671,Semi-Furnished,30351,1,9077677307,gatikswamy@gmail.com,24-11-25
Aaryahi Rege,Chennai,Studio,4,1168,Furnished,39910,1,9341951059,aaryahirege@gmail.com,15-11-25
Aniruddh Wali,Nagpur,Apartment,2,2255,Unfurnished,65254,0,9019525820,aniruddhwali@gmail.com,25-11-25
Alia Talwar,Pune,Studio,3,1702,Furnished,54254,14,9940729479,aliatalwar@gmail.com,06-11-25
Mannat Shere,Chennai,Independent,3,1349,Furnished,29846,20,9661719529,mannatshere@gmail.com,22-12-25
Oorja Shenoy,Bangalore,Villa,5,2227,Furnished,75637,16,9029423550,oorjashenoy@gmail.com,05-11-25
Riaan Mane,Chennai,Independent,2,2095,Semi-Furnished,62482,2,9858172714,riaanmane@gmail.com,05-12-25
Tanya Apte,Kolkata,Apartment,2,1660,Furnished,65940,16,9297991835,tanyaapte@gmail.com,30-11-25
Diya Goel,Hyderabad,Independent,1,1334,Unfurnished,29085,18,9490724396,diyagoel@gmail.com,26-12-25
Zara Ratta,Hyderabad,Studio,5,2373,Furnished,61255,11,9691426452,zararatta@gmail.com,21-12-25
Prisha Vig,Delhi,Independent,3,1784,Unfurnished,91028,3,9036474279,prishavig@gmail.com,26-12-25
Kimaya Chadha,Indore,Apartment,3,1555,Semi-Furnished,42124,16,9526229228,kimayachadha@gmail.com,26-12-25
Kartik Krish,Kolkata,Apartment,5,2494,Unfurnished,46635,12,9457392630,kartikkrish@gmail.com,01-11-25
Anvi Agate,Mumbai,Villa,2,1307,Unfurnished,43215,3,9717570393,anviagate@gmail.com,10-10-25
Faiyaz Doshi,Chennai,Studio,5,1287,Semi-Furnished,32056,3,9344810406,faiyazdoshi@gmail.com,11-11-25
Advik Singhal,Jaipur,Studio,3,1090,Furnished,23520,17,9775500931,adviksinghal@gmail.com,18-12-25
Fateh Butala,Mumbai,Villa,2,1205,Furnished,89332,0,9543629423,fatehbutala@gmail.com,15-11-25
Ayesha Bakshi,Nagpur,Independent,3,1393,Semi-Furnished,35176,2,9148634201,ayeshabakshi@gmail.com,27-10-25
Vihaan Yogi,Jaipur,Villa,2,1920,Semi-Furnished,55674,0,9221975012,vihaanyogi@gmail.com,28-10-25
Tiya Mani,Nagpur,Villa,1,781,Unfurnished,11082,18,9949055974,tiyamani@gmail.com,21-10-25
Indrans Varkey,Bangalore,Apartment,3,1137,Unfurnished,74390,3,9766425356,indransvarkey@gmail.com,04-10-25
Misha Vora,Pune,Independent,4,2216,Semi-Furnished,80847,20,9165045997,mishavora@gmail.com,31-10-25
Lavanya Gara,Mumbai,Studio,1,1768,Furnished,76969,0,9520338543,lavanyagara@gmail.com,17-11-25
Diya Johal,Kolkata,Studio,2,2480,Furnished,50406,6,9274833896,diyajohal@gmail.com,04-12-25
Jayant Tank,Delhi,Studio,5,2290,Semi-Furnished,101466,9,9121890504,jayanttank@gmail.com,04-10-25
Shanaya Bhasin,Bangalore,Independent,4,2424,Semi-Furnished,67261,16,9694497618,shanayabhasin@gmail.com,24-11-25
Mamooty Rana,Mumbai,Apartment,5,2438,Unfurnished,134150,3,9846092526,mamootyrana@gmail.com,06-10-25
Kabir Tata,Indore,Studio,5,707,Semi-Furnished,14103,2,9078471857,kabirtata@gmail.com,05-10-25
Aarav Mander,Indore,Studio,1,1682,Unfurnished,26569,4,9767432850,aaravmander@gmail.com,25-11-25
Badal Rastogi,Chennai,Villa,2,1861,Unfurnished,57032,15,9904444768,badalrastogi@gmail.com,17-12-25
Gatik Ramaswamy,Hyderabad,Villa,2,1390,Furnished,45624,17,9313250299,gatikramaswamy@gmail.com,16-10-25
Divij Master,Jaipur,Villa,4,821,Furnished,30398,7,9440478532,divijmaster@gmail.com,14-11-25
Sumer Swamy,Nagpur,Apartment,5,1215,Unfurnished,40899,5,9090595149,sumerswamy@gmail.com,20-11-25
Chirag Kannan,Chennai,Independent,4,1178,Semi-Furnished,40938,11,9714707568,chiragkannan@gmail.com,06-12-25
Drishya Basu,Mumbai,Apartment,5,2489,Furnished,156931,18,9499538653,drishyabasu@gmail.com,19-10-25
Alisha Varma,Hyderabad,Studio,3,805,Semi-Furnished,33775,5,9075696236,alishavarma@gmail.com,06-12-25
Miraan Sandhu,Bangalore,Villa,5,2143,Furnished,143789,15,9900216829,miraansandhu@gmail.com,20-10-25
Vardaniya Sarraf,Pune,Apartment,4,1407,Unfurnished,51885,0,9614658423,vardaniyasarraf@gmail.com,10-10-25
Elakshi Sant,Delhi,Independent,1,1787,Semi-Furnished,51547,5,9974899425,elakshisant@gmail.com,15-10-25
Kashvi Sagar,Chennai,Villa,3,2361,Semi-Furnished,104316,12,9905499901,kashvisagar@gmail.com,07-12-25
Nakul Guha,Chennai,Villa,2,1922,Furnished,80247,3,9146881089,nakulguha@gmail.com,12-10-25
Shray Rana,Indore,Studio,3,2114,Unfurnished,36131,20,9108261367,shrayrana@gmail.com,22-11-25
Divyansh Sibal,Hyderabad,Apartment,3,932,Unfurnished,21799,16,9334891761,divyanshsibal@gmail.com,07-11-25
Nirvaan Sami,Nagpur,Independent,2,909,Unfurnished,18675,13,9842691839,nirvaansami@gmail.com,26-10-25
Vedika Lata,Bangalore,Studio,4,1863,Unfurnished,43722,3,9388716491,vedikalata@gmail.com,09-11-25
Nehmat Kulkarni,Indore,Villa,1,2150,Semi-Furnished,46414,16,9424808046,nehmatkulkarni@gmail.com,29-12-25
Aarush Devi,Mumbai,Villa,5,931,Semi-Furnished,46023,2,9093063674,aarushdevi@gmail.com,02-12-25
Nitara Srinivas,Kolkata,Studio,1,697,Semi-Furnished,17288,13,9241568636,nitarasrinivas@gmail.com,08-12-25
Nirvi Cheema,Mumbai,Studio,1,1619,Unfurnished,114965,0,9052778832,nirvicheema@gmail.com,30-12-25
Sara Viswanathan,Pune,Studio,5,2399,Furnished,80670,14,9338615202,saraviswanathan@gmail.com,01-11-25
Aayush Walla,Delhi,Villa,5,2479,Semi-Furnished,100048,9,9795495215,aayushwalla@gmail.com,11-11-25
Mannat Lal,Chennai,Studio,2,460,Semi-Furnished,15692,12,9273443576,mannatlal@gmail.com,17-10-25
Hansh Bhattacharyya,Pune,Villa,3,1598,Semi-Furnished,51610,10,9799137604,hanshbhattacharyya@gmail.com,28-12-25
Mishti Tella,Jaipur,Apartment,2,2214,Unfurnished,73250,0,9743902037,mishtitella@gmail.com,24-11-25
Suhana Gokhale,Indore,Independent,3,701,Furnished,18479,12,9777141881,suhanagokhale@gmail.com,01-11-25
Azad Chand,Indore,Apartment,4,1530,Unfurnished,42843,8,9343535730,azadchand@gmail.com,13-12-25
Shamik Kurian,Jaipur,Villa,2,1582,Semi-Furnished,28745,1,9984418903,shamikkurian@gmail.com,19-12-25
Zoya Mangat,Mumbai,Studio,3,2122,Unfurnished,76307,11,9220897185,zoyamangat@gmail.com,07-12-25
Mishti Sule,Mumbai,Villa,3,954,Unfurnished,26258,6,9305180212,mishtisule@gmail.com,02-12-25
Nitya Balay,Nagpur,Independent,5,909,Unfurnished,16686,3,9796071621,nityabalay@gmail.com,14-10-25
Riaan Dixit,Hyderabad,Villa,2,1641,Unfurnished,72269,8,9879294534,riaandixit@gmail.com,14-11-25
Divyansh Mani,Bangalore,Villa,3,1848,Furnished,49484,14,9936302392,divyanshmani@gmail.com,12-10-25
Anvi Buch,Indore,Studio,5,1524,Furnished,50630,20,9497395784,anvibuch@gmail.com,07-10-25
Jhanvi Baral,Pune,Studio,5,1584,Semi-Furnished,69616,19,9916895678,jhanvibaral@gmail.com,17-12-25
Sahil Rana,Pune,Independent,1,454,Unfurnished,12998,8,9180755631,sahilrana@gmail.com,04-11-25
Manikya Wason,Hyderabad,Villa,4,1874,Semi-Furnished,56838,9,9137320297,manikyawason@gmail.com,11-11-25
Advika Malhotra,Jaipur,Independent,3,2018,Semi-Furnished,64672,4,9536206965,advikamalhotra@gmail.com,18-11-25
Pari Chopra,Kolkata,Independent,3,891,Furnished,27221,8,9561478467,parichopra@gmail.com,07-11-25
Kimaya Devan,Chennai,Independent,4,411,Semi-Furnished,9112,2,9362749264,kimayadevan@gmail.com,01-12-25
Dhanush Sandal,Chennai,Studio,3,2256,Unfurnished,73910,6,9563774522,dhanushsandal@gmail.com,21-10-25
Nirvi Mander,Nagpur,Villa,3,1931,Unfurnished,42269,3,9088583235,nirvimander@gmail.com,02-12-25
Shaan Gokhale,Kolkata,Villa,1,448,Furnished,17180,0,9280415699,shaangokhale@gmail.com,29-11-25
Anika Biswas,Bangalore,Villa,1,2231,Unfurnished,128288,8,9450758591,anikabiswas@gmail.com,30-11-25
Zara Butala,Nagpur,Apartment,1,2102,Unfurnished,48035,0,9308631850,zarabutala@gmail.com,24-10-25
Tejas Kapadia,Jaipur,Apartment,5,567,Unfurnished,11731,19,9330663943,tejaskapadia@gmail.com,05-11-25
Ivana Ravel,Nagpur,Villa,2,1551,Furnished,53486,20,9461037592,ivanaravel@gmail.com,11-10-25
Samaira Venkataraman,Indore,Villa,5,2234,Furnished,74681,16,9357410048,samairavenkataraman@gmail.com,18-11-25
Tarini Singhal,Chennai,Studio,4,2449,Unfurnished,99997,18,9611271824,tarinisinghal@gmail.com,28-11-25
Prerak Ganguly,Mumbai,Apartment,3,1657,Unfurnished,99254,7,9840120746,prerakganguly@gmail.com,24-10-25
Nehmat Kalla,Indore,Apartment,2,577,Furnished,11293,6,9270937781,nehmatkalla@gmail.com,06-11-25
Amani Dhaliwal,Kolkata,Studio,3,1043,Semi-Furnished,29196,2,9378095146,amanidhaliwal@gmail.com,04-10-25
Hiran Jha,Hyderabad,Villa,1,2210,Furnished,44966,14,9508499524,hiranjha@gmail.com,16-12-25
Prisha Mall,Bangalore,Villa,2,709,Furnished,38913,15,9316677019,prishamall@gmail.com,04-11-25
Tara Dugar,Hyderabad,Apartment,3,2179,Furnished,40536,4,9103089788,taradugar@gmail.com,13-11-25
Mannat Manne,Indore,Independent,3,1367,Unfurnished,31169,0,9439201628,mannatmanne@gmail.com,11-10-25
Ojas Bumb,Nagpur,Studio,2,1128,Unfurnished,33721,18,9785350535,ojasbumb@gmail.com,22-12-25
Umang Dugar,Jaipur,Studio,2,2197,Semi-Furnished,49148,4,9647160531,umangdugar@gmail.com,04-11-25
Shamik Guha,Nagpur,Studio,3,2399,Semi-Furnished,44471,11,9821824524,shamikguha@gmail.com,09-12-25
Biju Seth,Mumbai,Villa,2,806,Furnished,24353,15,9193422399,bijuseth@gmail.com,02-11-25
Adah Issac,Kolkata,Villa,1,2352,Unfurnished,56927,17,9608209854,adahissac@gmail.com,23-10-25
Shanaya Dar,Jaipur,Villa,1,1302,Furnished,50087,18,9525066961,shanayadar@gmail.com,16-10-25
Seher Khosla,Nagpur,Independent,5,1412,Unfurnished,37294,14,9340842617,seherkhosla@gmail.com,20-12-25
Nitara Sampath,Hyderabad,Villa,5,1414,Semi-Furnished,26008,9,9109864197,nitarasampath@gmail.com,11-10-25
Ivana Sheth,Bangalore,Independent,3,2220,Furnished,123066,18,9584680862,ivanasheth@gmail.com,06-11-25
Sana Jain,Indore,Independent,3,1125,Semi-Furnished,23772,14,9476217579,sanajain@gmail.com,08-12-25
Indrans Suresh,Pune,Villa,4,918,Unfurnished,22585,16,9589032459,indranssuresh@gmail.com,09-11-25
Prisha Dayal,Kolkata,Apartment,5,415,Unfurnished,16110,1,9842633230,prishadayal@gmail.com,11-11-25
Romil Mane,Pune,Villa,2,2358,Unfurnished,109599,11,9453885393,romilmane@gmail.com,04-12-25
Saksham Kurian,Mumbai,Studio,2,1593,Furnished,53946,10,9339379587,sakshamkurian@gmail.com,12-11-25
Umang Toor,Indore,Independent,4,2377,Semi-Furnished,75640,6,9904537625,umangtoor@gmail.com,24-10-25
Nitara Mahajan,Mumbai,Studio,3,2088,Semi-Furnished,121104,8,9932304905,nitaramahajan@gmail.com,11-12-25
Hazel Lanka,Pune,Apartment,2,567,Furnished,12290,1,9817402201,hazellanka@gmail.com,31-12-25
Hazel Ahluwalia,Mumbai,Independent,4,2166,Unfurnished,144948,10,9314746168,hazelahluwalia@gmail.com,19-12-25
Kiaan Chawla,Pune,Independent,1,2187,Furnished,94573,15,9235731537,kiaanchawla@gmail.com,23-12-25
Myra Saran,Jaipur,Studio,1,1761,Furnished,38699,16,9047148854,myrasaran@gmail.com,30-11-25
Nitara Krishnan,Kolkata,Studio,3,1332,Furnished,21898,5,9440217442,nitarakrishnan@gmail.com,23-11-25
Rania Babu,Hyderabad,Studio,5,807,Unfurnished,21982,15,9743525194,raniababu@gmail.com,19-10-25
Shanaya Chokshi,Hyderabad,Apartment,2,896,Furnished,40878,10,9359199752,shanayachokshi@gmail.com,09-12-25
Heer Srivastava,Chennai,Studio,4,933,Unfurnished,19359,5,9557333243,heersrivastava@gmail.com,29-10-25
Aaryahi Raja,Hyderabad,Apartment,4,1237,Unfurnished,58411,19,9295048228,aaryahiraja@gmail.com,06-11-25
Akarsh Upadhyay,Jaipur,Villa,5,1936,Unfurnished,52199,1,9786413457,akarshupadhyay@gmail.com,26-12-25
Tanya Bumb,Mumbai,Independent,2,2012,Unfurnished,137298,15,9638911850,tanyabumb@gmail.com,15-11-25
Adira Devan,Bangalore,Apartment,5,2062,Furnished,103963,20,9140194625,adiradevan@gmail.com,10-10-25
Tarini Sood,Kolkata,Independent,5,874,Semi-Furnished,38724,11,9177235951,tarinisood@gmail.com,24-10-25
Shanaya Chaudhary,Bangalore,Studio,5,570,Semi-Furnished,31970,0,9101962904,shanayachaudhary@gmail.com,13-10-25
Vedika Kashyap,Bangalore,Studio,2,2163,Furnished,103847,20,9597545173,vedikakashyap@gmail.com,07-10-25
Tanya Barad,Nagpur,Apartment,5,420,Unfurnished,6973,14,9824574852,tanyabarad@gmail.com,03-12-25
Ishaan Saini,Hyderabad,Apartment,4,432,Furnished,21581,7,9193608856,ishaansaini@gmail.com,30-10-25
Nirvaan Gill,Nagpur,Villa,5,1616,Furnished,47336,1,9636904129,nirvaangill@gmail.com,03-11-25
Hunar Doctor,Kolkata,Independent,5,897,Unfurnished,19719,17,9630957605,hunardoctor@gmail.com,06-12-25
Aarush Chahal,Indore,Studio,5,645,Semi-Furnished,17026,9,9964879968,aarushchahal@gmail.com,28-12-25
Taran Randhawa,Delhi,Villa,5,2051,Furnished,60692,9,9632815408,taranrandhawa@gmail.com,15-12-25
Badal Singhal,Hyderabad,Independent,2,2020,Semi-Furnished,62923,14,9600161114,badalsinghal@gmail.com,28-12-25
Raunak Swamy,Jaipur,Independent,5,1596,Semi-Furnished,46696,1,9440066446,raunakswamy@gmail.com,31-12-25
Tara Verma,Hyderabad,Apartment,1,444,Semi-Furnished,8434,16,9467047283,taraverma@gmail.com,03-12-25
Vardaniya Wadhwa,Indore,Apartment,3,537,Semi-Furnished,7782,8,9329560115,vardaniyawadhwa@gmail.com,31-10-25
Anahi Rajagopalan,Hyderabad,Studio,4,1473,Unfurnished,46919,0,9139959154,anahirajagopalan@gmail.com,23-12-25
Renee Srivastava,Chennai,Independent,2,596,Furnished,19539,18,9831946267,reneesrivastava@gmail.com,15-12-25
Gatik Bassi,Jaipur,Apartment,2,1168,Semi-Furnished,25406,12,9467569100,gatikbassi@gmail.com,23-12-25
Arnav Korpal,Jaipur,Studio,2,2437,Unfurnished,73642,18,9048600018,arnavkorpal@gmail.com,25-12-25
Mohanlal Dixit,Mumbai,Villa,2,1167,Unfurnished,80067,8,9503804831,mohanlaldixit@gmail.com,06-11-25
Aarush Barad,Pune,Studio,2,1076,Unfurnished,38284,10,9854703496,aarushbarad@gmail.com,13-11-25
Parinaaz Ravel,Delhi,Villa,4,1742,Furnished,49436,15,9284185021,parinaazravel@gmail.com,18-11-25
Rania Manne,Nagpur,Independent,1,2455,Semi-Furnished,74969,17,9214137630,raniamanne@gmail.com,01-11-25
Myra Krishnamurthy,Chennai,Apartment,3,814,Furnished,32288,20,9878043783,myrakrishnamurthy@gmail.com,14-10-25
Nirvaan Gupta,Jaipur,Apartment,2,455,Furnished,15289,8,9069453696,nirvaangupta@gmail.com,22-10-25
Amira Apte,Delhi,Villa,3,770,Semi-Furnished,30588,6,9492566183,amiraapte@gmail.com,24-11-25
Indranil Baral,Mumbai,Studio,5,2420,Furnished,130740,3,9512342602,indranilbaral@gmail.com,30-11-25
Pihu Raman,Mumbai,Studio,5,2264,Semi-Furnished,64048,2,9179912199,pihuraman@gmail.com,14-10-25
Nehmat Trivedi,Chennai,Apartment,3,1895,Furnished,50688,3,9177389128,nehmattrivedi@gmail.com,04-11-25
Nayantara Bedi,Bangalore,Studio,5,455,Unfurnished,19778,19,9365508703,nayantarabedi@gmail.com,25-12-25
Alia Soni,Indore,Studio,5,828,Unfurnished,24175,15,9244823444,aliasoni@gmail.com,21-12-25
Ayesha Halder,Mumbai,Villa,1,1550,Semi-Furnished,87195,0,9120931213,ayeshahalder@gmail.com,17-12-25
Adah Dutt,Jaipur,Studio,1,1234,Semi-Furnished,19990,2,9853774076,adahdutt@gmail.com,06-11-25
Kartik Magar,Nagpur,Independent,2,1179,Unfurnished,17505,19,9656417276,kartikmagar@gmail.com,23-11-25
Shaan Mammen,Mumbai,Studio,4,2049,Furnished,99653,2,9547603280,shaanmammen@gmail.com,11-12-25
Devansh Manda,Mumbai,Studio,4,1099,Furnished,32590,15,9993863369,devanshmanda@gmail.com,26-11-25
Drishya Saxena,Kolkata,Studio,1,797,Furnished,19192,17,9651844716,drishyasaxena@gmail.com,23-12-25
Raghav Divan,Jaipur,Apartment,3,1187,Furnished,38572,6,9554451752,raghavdivan@gmail.com,25-10-25
Shlok Balakrishnan,Delhi,Studio,4,2389,Unfurnished,84092,2,9550496973,shlokbalakrishnan@gmail.com,26-12-25
Siya Sahni,Pune,Villa,3,985,Unfurnished,47811,2,9362940636,siyasahni@gmail.com,23-12-25
Mamooty Khanna,Delhi,Independent,3,1078,Semi-Furnished,30323,11,9025062203,mamootykhanna@gmail.com,03-12-25
Miraya Samra,Chennai,Studio,2,634,Unfurnished,27965,8,9443468054,mirayasamra@gmail.com,08-12-25
Tara Sanghvi,Hyderabad,Villa,2,760,Furnished,17150,13,9135011662,tarasanghvi@gmail.com,19-11-25
Lakshay Tripathi,Indore,Independent,4,1928,Furnished,60808,11,9004098308,lakshaytripathi@gmail.com,21-11-25
Rati Goda,Nagpur,Villa,3,1501,Unfurnished,45998,11,9263022011,ratigoda@gmail.com,10-12-25
Vivaan Ramanathan,Nagpur,Independent,1,590,Unfurnished,15015,0,9770178905,vivaanramanathan@gmail.com,30-12-25
Rania Borde,Pune,Independent,1,1740,Furnished,50268,9,9252112654,raniaborde@gmail.com,11-11-25
Anaya Balan,Bangalore,Studio,1,1976,Semi-Furnished,70450,9,9051597372,anayabalan@gmail.com,15-11-25
Bhamini Varghese,Delhi,Villa,1,1707,Unfurnished,58791,3,9382914615,bhaminivarghese@gmail.com,16-11-25
Hunar Balasubramanian,Jaipur,Apartment,3,724,Unfurnished,14786,0,9625631541,hunarbalasubramanian@gmail.com,25-11-25
Drishya Mani,Jaipur,Apartment,2,1162,Furnished,40109,3,9373430544,drishyamani@gmail.com,28-10-25
Miraan Wable,Hyderabad,Apartment,1,1196,Unfurnished,48740,20,9821314143,miraanwable@gmail.com,27-11-25
Fateh Sankar,Nagpur,Studio,5,1722,Furnished,61880,4,9228929584,fatehsankar@gmail.com,11-10-25
Kiaan Ganesan,Pune,Independent,2,542,Unfurnished,21217,9,9244650163,kiaanganesan@gmail.com,17-11-25
Onkar Kibe,Kolkata,Apartment,3,1617,Semi-Furnished,30425,9,9538692086,onkarkibe@gmail.com,12-11-25
Jhanvi Dass,Hyderabad,Villa,3,894,Furnished,32252,1,9173818364,jhanvidass@gmail.com,31-10-25
Elakshi Sankar,Kolkata,Apartment,3,1469,Furnished,65205,1,9323566293,elakshisankar@gmail.com,15-11-25
Yashvi Dhar,Mumbai,Apartment,1,1109,Semi-Furnished,39436,9,9468410543,yashvidhar@gmail.com,01-12-25
Zaina Dey,Mumbai,Villa,4,577,Semi-Furnished,35162,17,9568618605,zainadey@gmail.com,16-11-25
Neysa Bala,Mumbai,Apartment,1,2262,Semi-Furnished,138468,16,9463356074,neysabala@gmail.com,13-11-25
Zoya Edwin,Pune,Studio,2,782,Unfurnished,28094,6,9512616261,zoyaedwin@gmail.com,30-11-25
Krish Kakar,Kolkata,Villa,1,1118,Unfurnished,27670,2,9893760406,krishkakar@gmail.com,12-12-25
Hrishita Soman,Kolkata,Villa,3,1190,Furnished,49094,18,9486596599,hrishitasoman@gmail.com,23-10-25
Emir Bava,Mumbai,Studio,5,894,Furnished,46170,15,9447752268,emirbava@gmail.com,17-12-25
Pari Rajan,Pune,Independent,4,884,Furnished,31482,10,9795402996,parirajan@gmail.com,09-12-25
